Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
H2CS	Thioformaldehyde	758.97630210, 758.97630210	22(2,20)-21(2,19)	-2.07580		301.8675	434.3175	JPL
H2CS	Thioformaldehyde	764.90889120, 764.90889120	22(1,21)-21(1,20)	-1.53870		277.5025	399.2619	JPL
H2CS	Thioformaldehyde	775.76729550, 775.76729550	23(1,23)-22(1,22)	-1.54230		294.2374	423.3396	JPL
H2CS	Thioformaldehyde	783.41652300, 783.41652300	23(0,23)-22(0,22)	-1.99890		288.6995	415.3718	JPL
H2CS	Thioformaldehyde	788.05382230, 788.05382230	23(2,22)-22(2,21)	-2.07510		326.1557	469.2626	JPL
H2CS	Thioformaldehyde	793.74940720, 793.74940720	23(2,21)-22(2,20)	-2.07120		327.1842	470.7424	JPL
H2CS	Thioformaldehyde	799.44011510, 799.44011510	23(1,22)-22(1,21)	-1.53530		303.0171	435.9715	JPL
H2CS	Thioformaldehyde	809.29984550, 809.29984550	24(1,24)-23(1,23)	-1.54200		320.1142	460.5703	JPL
H2CS	Thioformaldehyde	816.92094450, 816.92094450	24(0,24)-23(0,23)	-1.99970		314.8315	452.9697	JPL
H2CS	Thioformaldehyde	833.93754000, 833.93754000	24(1,23)-23(1,22)	-1.53680		329.6835	474.3383	JPL
H2CS	Thioformaldehyde	842.80968640, 842.80968640	25(1,25)-24(1,24)	-1.54640		347.1095	499.4103	JPL
H2CS	Thioformaldehyde	850.36913880, 850.36913880	25(0,25)-24(0,24)	-2.00500		342.0810	492.1754	JPL
