Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
DCO+v=0	Formylium	504.20019990, 504.20019990	J=7-6	-0.10720		50.4593	72.5993	CDMS
HC18O+	Formylium	510.90963600, 510.90963600	6-5	-0.07400		42.6085	61.3038	CDMS
H13CO+	Formylium	520.45988430, 520.45988430	6-5	-0.05180		43.4050	62.4498	CDMS
HC17O+	Formylium	522.27869880, 522.27869880	J=6-5	-0.04770		43.5567	62.6680	CDMS
HCO+v=0	Formylium	535.06158100, 535.06158100	6-5	-0.03480		44.6228	64.2019	CDMS
D13CO+	Formylium	565.75798610, 565.75798610	8-7	0.00840		66.0580	95.0422	CDMS
DCO+v=0	Formylium	576.20202390, 576.20202390	J=8-7	0.02930		67.2776	96.7969	CDMS
HC18O+	Formylium	596.03363750, 596.03363750	7-6	0.08840		59.6506	85.8234	CDMS
H13CO+	Formylium	607.17464560, 607.17464560	7-6	0.10980	 2.9	60.7657	87.4278	CDMS
HC17O+	Formylium	609.29632800, 609.29632800	J=7-6	0.11390		60.9780	87.7332	CDMS
HCO+v=0	Formylium	624.20836060, 624.20836060	7-6	0.12580	14.3	62.4705	89.8806	CDMS
D13CO+	Formylium	636.44505180, 636.44505180	9-8	0.12010		84.9296	122.1940	CDMS
DCO+v=0	Formylium	648.19313570, 648.19313570	J=9-8	0.14020		86.4976	124.4500	CDMS
HC18O+	Formylium	681.14489850, 681.14489850	8-7	0.21800		79.5321	114.4283	CDMS
H13CO+	Formylium	693.87626120, 693.87626120	8-7	0.23860	14.0	81.0188	116.5673	CDMS
HC17O+	Formylium	696.30065520, 696.30065520	J=8-7	0.24250		81.3020	116.9748	CDMS
D13CO+	Formylium	707.12058850, 707.12058850	10-9	0.21070		106.1592	152.7385	CDMS
HCO+v=0	Formylium	713.34122780, 713.34122780	8-7	0.25330	24.7	83.2919	119.8378	CDMS
DCO+v=0	Formylium	720.17220240, 720.17220240	J=10-9	0.22990		108.1190	155.5582	CDMS
HC18O+	Formylium	766.24159890, 766.24159890	9-8	0.32120		102.2527	147.1180	CDMS
D13CO+	Formylium	777.78331590, 777.78331590	11-10	0.28320		129.7462	186.6748	CDMS
H13CO+	Formylium	780.56281200, 780.56281200	9-8	0.34090		104.1640	149.8679	CDMS
HC17O+	Formylium	783.28978040, 783.28978040	J=9-8	0.34460		104.5281	150.3918	CDMS
DCO+v=0	Formylium	792.13788110, 792.13788110	J=11-10	0.30160		132.1414	190.1209	CDMS
HCO+v=0	Formylium	802.45819950, 802.45819950	9-8	0.35410	13.2	107.0864	154.0726	CDMS
D13CO+	Formylium	848.43193300, 848.43193300	12-11	0.34010		155.6902	224.0022	CDMS
HC18O+	Formylium	851.32191860, 851.32191860	10-9	0.40230		127.8117	183.8915	CDMS
DCO+v=0	Formylium	864.08884110, 864.08884110	J=12-11	0.35740		158.5643	228.1373	CDMS
H13CO+	Formylium	867.23242630, 867.23242630	10-9	0.42090		130.2008	187.3288	CDMS
HC17O+	Formylium	870.26180320, 870.26180320	J=10-9	0.42440		130.6558	187.9835	CDMS
HCO+v=0	Formylium	891.55729030, 891.55729030	10-9	0.43260	30.1	133.8535	192.5842	CDMS
D13CO+	Formylium	919.06518400, 919.06518400	13-12	0.38300		183.9909	264.7203	CDMS
DCO+v=0	Formylium	936.02375320, 936.02375320	J=13-12	0.39920		187.3872	269.6068	CDMS
HC18O+	Formylium	936.38403760, 936.38403760	11-10	0.46440		156.2088	224.7483	CDMS
