Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
t-HCOOH	Formic Acid	198.75498690, 198.75498690	9(0,9)-8(0,8)	-3.33360		26.7741	38.5217	CDMS
t-HCOOH	Formic Acid	198.75918920, 198.75918920	19(2,17)-19(1,18)	-5.03410		147.8728	212.7548	CDMS
t-HCOOH	Formic Acid	201.26406650, 201.26406650	2(2,1)-2(1,2)	-5.97100		4.3774	6.2981	CDMS
t-HCOOH	Formic Acid	201.67355610, 201.67355610	9(2,8)-8(2,7)	-3.36080		35.7975	51.5043	CDMS
t-HCOOH	Formic Acid	201.92063330, 201.92063330	7(1,7)-6(0,6)	-5.27290		15.6697	22.5451	CDMS
t-HCOOH	Formic Acid	202.40937120, 202.40937120	9(7,3)-8(7,2)	-3.94580		135.1878	194.5040	CDMS
t-HCOOH	Formic Acid	202.40937120, 202.40937120	9(7,3)-8(7,2)	-3.94580		135.1878	194.5040	CDMS
t-HCOOH	Formic Acid	202.41374500, 202.41374500	9(8,1)-8(8,0)	-4.28940		168.2535	242.0779	CDMS
t-HCOOH	Formic Acid	202.41374500, 202.41374500	9(8,1)-8(8,0)	-4.28940		168.2535	242.0779	CDMS
t-HCOOH	Formic Acid	202.41820580, 202.41820580	9(6,4)-8(6,3)	-3.73800		106.5112	153.2450	CDMS
t-HCOOH	Formic Acid	202.41820590, 202.41820590	9(6,3)-8(6,2)	-3.73800		106.5112	153.2450	CDMS
t-HCOOH	Formic Acid	202.44979350, 202.44979350	9(5,5)-8(5,4)	-3.59230		82.2329	118.3141	CDMS
t-HCOOH	Formic Acid	202.44981450, 202.44981450	9(5,4)-8(5,3)	-3.59230		82.2329	118.3141	CDMS
t-HCOOH	Formic Acid	202.52711390, 202.52711390	9(4,6)-8(4,5)	-3.48590		62.3618	89.7242	CDMS
t-HCOOH	Formic Acid	202.52978240, 202.52978240	9(4,5)-8(4,4)	-3.48590		62.3619	89.7243	CDMS
t-HCOOH	Formic Acid	202.65413880, 202.65413880	9(3,7)-8(3,6)	-3.40880		46.9061	67.4870	CDMS
